511059,Humberto,Sauer,M,humberto.sauer@yahoo.com,4/11/1989,11/12/2012,116308,210-84-3620,231-445-8008,Jeddo,St. Clair,Jeddo
754455,Anastasia,Childers,F,anastasia.childers@hotmail.com,12/20/1988,2/26/2011,184099,753-07-4603,262-835-1119,Dallas,Barron,Dallas
489275,Collene,Kidd,F,collene.kidd@shell.com,2/25/1965,8/14/1993,59428,704-18-2387,209-293-8759,Reedley,Fresno,Reedley
500905,Harris,Beavers,M,harris.beavers@shell.com,9/14/1970,1/29/1999,147337,008-94-7794,239-294-7204,Brandon,Hillsborough,Brandon
984409,Kathe,John,F,kathe.john@gmail.com,6/15/1992,12/28/2013,91921,444-27-9644,216-961-7231,Hallsville,Ross,Hallsville
812053,Ashly,Stanton,F,ashly.stanton@gmail.com,12/13/1992,2/10/2014,143236,385-37-9974,217-304-4274,Belvidere,Boone,Belvidere
550206,Geraldo,Easley,M,geraldo.easley@shaw.ca,3/28/1974,5/6/2002,84087,556-99-1014,210-374-1084,Dallas,Dallas,Dallas
728053,Leigh,Fite,M,leigh.fite@gmail.com,7/16/1967,6/3/2004,87149,548-99-7981,217-348-2881,Berwick,Warren,Berwick
184257,Devon,Knox,F,devon.knox@gmail.com,3/24/1979,9/3/2005,111117,344-11-4272,236-433-5011,Vienna,Fairfax,Vienna
235295,Yevette,Mullis,F,yevette.mullis@gmail.com,4/8/1972,10/14/1995,129752,031-92-8075,216-407-3106,Lakewood,Cuyahoga,Lakewood
767674,Irena,Dang,F,irena.dang@gmail.com,1/22/1972,2/24/2009,192236,636-31-2014,236-666-5736,Crockett,Wythe,Crockett
391837,Cory,Hayden,M,cory.hayden@gmail.com,7/20/1966,3/31/1992,79619,109-98-9846,262-617-9565,Genesee Depot,Waukesha,Genesee Depot
466560,Dolores,Begley,F,dolores.begley@hotmail.com,12/16/1981,3/21/2016,182967,019-94-6803,209-877-7013,Shasta Lake,Shasta,Shasta Lake
900756,Benjamin,Doss,M,benjamin.doss@gmail.com,6/1/1984,3/31/2010,126429,607-87-2621,229-413-6404,Lookout Mountain,Walker,Lookout Mountain
678628,Theron,Farmer,M,theron.farmer@gmail.com,5/16/1969,7/8/2015,85523,430-99-8830,217-297-4629,Sesser,Franklin,Sesser
492527,Hilton,Mcgehee,M,hilton.mcgehee@microsoft.com,7/26/1986,3/18/2009,149794,042-15-4369,231-885-2299,Sterling Heights,Macomb,Sterling Heights
886060,Sixta,Beaudoin,F,sixta.beaudoin@gmail.com,3/4/1975,2/29/2004,122324,399-31-6070,236-832-1401,Hood,Madison,Hood
366431,Sade,Shay,F,sade.shay@gmail.com,12/6/1994,1/20/2016,58708,693-16-3108,405-620-5457,Oktaha,Muskogee,Oktaha
331297,Shemika,Beckman,F,shemika.beckman@hotmail.com,10/18/1967,2/7/2003,117633,625-85-6937,314-817-2178,Briar,Ripley,Briar
496541,Winfred,Gonzales,M,winfred.gonzales@aol.com,3/10/1964,1/18/2016,126630,466-99-0813,215-259-8618,Orefield,Lehigh,Orefield
654617,Rogelio,Woodall,M,rogelio.woodall@gmail.com,12/19/1972,12/22/1996,172325,218-89-5439,316-362-8838,Wells,Wells,Wells
163409,Damion,Rafferty,M,damion.rafferty@yahoo.com,10/27/1974,3/20/2015,167184,235-57-9815,217-846-4054,Bartlett,Cook,Bartlett
299088,Dannie,Catron,M,dannie.catron@earthlink.net,4/20/1979,10/13/2016,176777,073-02-8837,215-403-5296,Eldersville,Washington,Eldersville
961442,Stephan,Titus,M,stephan.titus@hotmail.com,3/7/1968,10/17/2009,115488,235-57-1721,219-474-8565,Reelsville,Putnam,Reelsville
155097,Dorian,Sage,M,dorian.sage@shaw.ca,7/27/1970,7/14/1992,66883,553-99-7803,270-256-2491,Perry Park,Owen,Perry Park
976422,Jake,Espinal,M,jake.espinal@shaw.ca,1/19/1959,9/25/2003,140108,594-99-8803,209-739-8484,Ventura,Ventura,Ventura
138911,Claudio,Heck,M,claudio.heck@aol.com,9/28/1967,5/14/2005,48198,366-39-9069,215-359-3397,Hershey,Dauphin,Hershey
160938,Marcel,Trotter,M,marcel.trotter@aol.com,2/1/1985,4/25/2006,50635,763-12-7919,605-487-4676,Aberdeen,Brown,Aberdeen
399707,Dillon,Dominguez,M,dillon.dominguez@gmail.com,10/22/1963,1/29/2015,53198,285-15-0592,218-530-8020,Hawley,Clay,Hawley
713294,Sammy,Dewitt,M,sammy.dewitt@ibm.com,1/24/1988,12/5/2014,45889,729-28-6911,206-468-7536,Redondo,King,Redondo
627298,Sterling,Serna,M,sterling.serna@hotmail.com,4/15/1985,11/17/2015,136675,512-33-9199,212-483-9629,Godeffroy,Orange,Godeffroy
709884,Ivonne,Manning,F,ivonne.manning@yahoo.ca,9/13/1977,6/29/2002,87746,609-87-3514,701-819-7127,Donnybrook,Ward,Donnybrook
932773,Clair,Harwell,M,clair.harwell@bp.com,8/11/1968,4/14/1991,194249,626-85-0761,212-335-3305,Portland,Chautauqua,Portland
796605,Jenni,Goolsby,F,jenni.goolsby@gmail.com,5/13/1971,10/10/2005,185593,250-99-6761,236-425-5880,Ripplemead,Giles,Ripplemead
885395,Tayna,Poston,F,tayna.poston@yahoo.ca,1/15/1958,1/30/2016,149011,714-18-2827,209-247-2504,San Diego,San Diego,San Diego
411503,Vern,Mackenzie,M,vern.mackenzie@gmail.com,7/3/1982,12/31/2016,76401,234-57-0893,236-780-5288,Annandale,Fairfax,Annandale
622405,Harrison,Hawk,M,harrison.hawk@hotmail.co.uk,7/19/1962,6/26/2006,191292,592-99-9799,210-998-7839,Dallas,Dallas,Dallas
233136,Preston,Tribble,M,preston.tribble@exxonmobil.com,11/4/1979,3/20/2004,185438,149-23-1759,208-571-4789,Orofino,Clearwater,Orofino
170637,Aleen,Araujo,F,aleen.araujo@gmail.com,5/10/1978,11/7/2004,56546,133-98-0581,205-492-3826,Mobile,Mobile,Mobile
215719,Brent,Carrillo,M,brent.carrillo@aol.com,4/2/1973,3/30/2013,192586,258-99-5725,239-728-0228,Lowell,Marion,Lowell
452163,Adalberto,Tate,M,adalberto.tate@shaw.ca,3/31/1982,8/15/2009,46371,032-92-8729,216-500-3888,Canton,Stark,Canton
572204,Rafael,Weeks,M,rafael.weeks@gmail.com,6/7/1992,10/31/2016,49301,546-99-1086,212-678-8854,Niverville,Columbia,Niverville
779517,Aurea,Pullen,F,aurea.pullen@gmail.com,7/22/1973,10/25/2016,137648,622-85-5122,239-814-5354,Davenport,Polk,Davenport
844157,Ramiro,Holguin,M,ramiro.holguin@gmail.com,6/1/1958,11/18/2002,171193,104-02-1961,216-690-4327,Mount Eaton,Wayne,Mount Eaton
312726,Celine,Lumpkin,F,celine.lumpkin@gmail.com,12/31/1986,1/22/2008,124808,368-39-3103,216-897-4459,Cleveland,Cuyahoga,Cleveland
419549,Bryant,Naylor,M,bryant.naylor@hotmail.com,7/19/1993,10/21/2014,131219,698-16-4709,207-532-1710,Fort Fairfield,Aroostook,Fort Fairfield
505927,Oswaldo,Winchester,M,oswaldo.winchester@gmail.com,4/8/1959,9/11/1989,100218,728-14-6144,479-931-1345,Little Rock,Pulaski,Little Rock
526254,Kacy,Crandall,F,kacy.crandall@hotmail.com,9/8/1961,12/25/1983,178521,171-86-6831,229-215-2471,Union City,Fulton,Union City
460226,Brock,Hutcherson,M,brock.hutcherson@hotmail.com,3/6/1995,10/16/2016,137705,086-02-8001,803-570-5060,Clemson,Pickens,Clemson
840113,Ramiro,Conover,M,ramiro.conover@earthlink.net,7/26/1992,9/16/2016,187877,494-29-8376,207-947-9487,Lee,Penobscot,Lee
432820,Myron,Marble,M,myron.marble@gmail.com,12/13/1980,6/12/2004,164189,183-86-5370,225-988-8557,Torbert,Pointe Coupee,Torbert
957596,Freeman,Kern,M,freeman.kern@gmail.com,7/11/1963,5/10/1987,124776,393-33-5849,303-480-2041,Powderhorn,Gunnison,Powderhorn
530134,Mathew,Whitfield,M,mathew.whitfield@gmail.com,10/9/1986,8/25/2015,84449,772-02-3040,405-928-3699,Garvin,McCurtain,Garvin
316372,Alexander,Goad,M,alexander.goad@cox.net,5/21/1965,7/24/1994,71123,450-99-8615,314-361-0820,Laquey,Pulaski,Laquey
501658,Renee,Beverly,F,renee.beverly@rediffmail.com,7/1/1977,7/18/2015,104020,684-24-1555,308-954-6249,Goehner,Seward,Goehner
147133,Tommie,Weller,M,tommie.weller@cox.net,8/9/1959,7/15/2002,136568,194-86-7809,229-783-2920,Dearing,McDuffie,Dearing
551149,Michale,Colson,M,michale.colson@comcast.net,11/18/1961,8/20/2002,115204,229-99-7364,209-400-0883,San Diego,San Diego,San Diego
595558,Denisha,Fitch,F,denisha.fitch@msn.com,10/21/1990,4/28/2017,140459,216-89-7736,210-936-6841,Coahoma,Howard,Coahoma
637407,Napoleon,Kelsey,M,napoleon.kelsey@hotmail.com,8/7/1995,12/8/2016,91209,608-87-5484,239-723-6178,Saint Petersburg,Pinellas,Saint Petersburg
597741,Tonya,Wilson,F,tonya.wilson@aol.com,4/27/1980,1/7/2013,109416,019-94-9784,215-652-7491,Springtown,Bucks,Springtown
403534,Clement,Hidalgo,M,clement.hidalgo@gmail.com,3/9/1960,2/11/1988,113419,224-99-4650,339-645-9620,Attleboro Falls,Bristol,Attleboro Falls
314661,Charles,Quintero,F,charles.quintero@gmail.com,3/27/1958,12/22/2012,115542,094-02-8828,218-660-1183,Silver Creek,Wright,Silver Creek
317987,Chastity,Pineda,F,chastity.pineda@shaw.ca,5/9/1975,6/19/2010,136780,279-15-4975,262-613-2602,Bassett,Kenosha,Bassett
820109,Verna,Michaud,F,verna.michaud@gmail.com,5/4/1993,10/20/2015,100243,564-99-2134,215-235-0637,Washington,Washington,Washington
388558,Alfred,Beamon,M,alfred.beamon@gmail.com,7/7/1963,3/22/2003,118321,251-99-8106,406-343-5419,Custer,Yellowstone,Custer
403207,Michal,Maurer,F,michal.maurer@yahoo.com,12/8/1976,5/1/2000,48687,237-99-0766,252-347-9978,White Plains,Surry,White Plains
143711,Wenona,Carmichael,F,wenona.carmichael@yahoo.com,8/31/1964,8/31/2005,53789,480-41-9877,219-271-2278,Walkerton,St. Joseph,Walkerton
402180,Allan,Bernhardt,M,allan.bernhardt@gmail.com,1/24/1962,1/2/1987,119879,526-99-3494,202-909-9740,Washington,District of Columbia,Washington
242388,Nam,Schmidt,F,nam.schmidt@yahoo.co.uk,4/8/1993,1/27/2016,147420,657-36-5472,219-802-6287,Fairmount,Grant,Fairmount
819367,Yolande,Piper,F,yolande.piper@gmail.com,10/9/1966,4/14/1998,57365,713-18-3200,219-233-1861,Velpen,Pike,Velpen
962291,Whitney,Shipman,M,whitney.shipman@gmail.com,10/26/1982,5/18/2007,99825,172-86-7071,319-963-4464,Toledo,Tama,Toledo
856379,Terence,Ferro,M,terence.ferro@gmail.com,1/18/1982,4/23/2015,125561,375-37-5783,262-874-4684,Madison,Dane,Madison
149972,Alberto,Riley,M,alberto.riley@gmail.com,1/13/1974,12/17/2004,59008,345-11-4018,217-352-2731,Eldorado,Saline,Eldorado
174955,Jacqueline,Burk,F,jacqueline.burk@verizon.net,6/28/1989,9/23/2012,96703,695-16-1567,212-683-7962,Saranac Lake,Franklin,Saranac Lake
549389,Clemente,Gould,M,clemente.gould@hotmail.com,12/31/1961,10/2/1992,59506,271-17-5467,228-485-0919,Pearl,Rankin,Pearl
466832,Chang,Roden,F,chang.roden@yahoo.com,9/7/1988,8/6/2010,53430,074-02-9202,316-256-7851,Salina,Saline,Salina
203380,Marvin,Nickel,M,marvin.nickel@ibm.com,11/25/1986,10/6/2012,94656,552-99-5545,270-750-7760,Welchs Creek,Butler,Welchs Creek
915991,Eldora,Tribble,F,eldora.tribble@earthlink.net,5/29/1995,10/17/2016,91984,763-12-2082,236-584-1916,Mine Run,Mine Run,Mine Run
289172,Azzie,Layman,F,azzie.layman@hotmail.co.uk,9/6/1961,3/26/2004,126984,637-29-1007,503-456-5899,Salem,Salem,Salem
914365,Titus,Latimer,M,titus.latimer@gmail.com,7/24/1971,6/1/1998,51037,610-87-7233,239-704-4125,Holmes Beach,Manatee,Holmes Beach
971242,Shantell,Long,F,shantell.long@gmail.com,2/26/1977,11/3/2006,181720,316-35-1388,239-779-6881,Hollywood,Broward,Hollywood
503248,Cameron,Irvin,F,cameron.irvin@yahoo.com,10/18/1959,3/18/2011,111147,581-99-6741,215-648-9854,Annville,Lebanon,Annville
521540,Virgilio,Messer,M,virgilio.messer@aol.com,3/25/1993,3/17/2017,68439,059-02-1664,228-619-6163,Sturgis,Oktibbeha,Sturgis
790395,Eboni,Lujan,F,eboni.lujan@hotmail.com,12/15/1993,2/11/2017,109836,210-84-1639,219-794-0888,Athens,Fulton,Athens
734861,Ward,Gauthier,M,ward.gauthier@hotmail.com,8/22/1968,10/29/2015,75831,266-99-7408,215-745-8103,Greencastle,Franklin,Greencastle
592815,Yasuko,Gandy,F,yasuko.gandy@gmail.com,5/6/1980,8/7/2013,97289,521-99-8324,319-314-0412,Winterset,Madison,Winterset
556008,Agustin,Eden,M,agustin.eden@yahoo.co.in,6/5/1961,3/1/2015,184585,057-02-2445,212-845-0969,Buffalo,Erie,Buffalo
888597,Sunny,Mccreary,F,sunny.mccreary@rediffmail.com,6/21/1978,10/7/2005,57688,372-37-7461,229-527-8021,Bostwick,Morgan,Bostwick
946550,Janyce,Hollenbeck,F,janyce.hollenbeck@gmail.com,4/30/1966,1/20/1990,183408,342-11-9004,209-678-1933,Brea,Orange,Brea
438869,Bernardo,Caron,M,bernardo.caron@cox.net,11/1/1984,1/2/2008,121161,038-74-5390,215-845-4719,Chester Springs,Chester,Chester Springs
685600,Leon,Keeling,M,leon.keeling@gmail.com,10/13/1995,12/25/2016,73165,319-11-0384,405-226-2075,Clearview,Clearview,Clearview
829901,Walker,Foley,M,walker.foley@hotmail.com,5/14/1960,8/24/2002,71361,595-99-8027,229-527-7910,Rock Spring,Walker,Rock Spring
354626,Rolando,Bickford,M,rolando.bickford@gmail.com,10/16/1975,2/12/2017,184147,553-99-6101,209-737-1379,Trona,San Bernardino,Trona
296454,Glenn,Pace,M,glenn.pace@gmail.com,6/22/1984,8/10/2014,193671,752-09-7279,236-328-6409,Sterling,Sterling,Sterling
867400,Tandy,Binkley,F,tandy.binkley@msn.com,4/29/1963,8/30/2005,151456,232-57-9549,252-683-3737,Creswell,Washington,Creswell
354161,Irving,Toler,M,irving.toler@exxonmobil.com,2/20/1990,2/22/2012,109029,641-29-9943,236-646-5436,Casanova,Casanova,Casanova
906193,Elin,Mayes,F,elin.mayes@aol.com,9/23/1983,4/20/2006,93526,225-99-8157,308-303-1948,Ames,Dodge,Ames
602041,William,Katz,M,william.katz@shell.com,6/17/1976,1/18/2001,118383,327-11-9115,209-277-1616,South Lake Tahoe,El Dorado,South Lake Tahoe
514224,Silvana,Leclair,F,silvana.leclair@gmail.com,10/12/1994,8/22/2016,178763,383-37-6040,210-859-2715,Richardson,Dallas,Richardson
834046,Kirby,Hendrick,M,kirby.hendrick@aol.com,2/8/1958,2/19/1979,182772,526-99-8096,503-959-7981,Portland,Multnomah,Portland
538803,Rubin,Newman,M,rubin.newman@outlook.com,6/10/1977,7/4/1998,85306,275-17-9161,802-982-1649,Hancock,Addison,Hancock
487412,Lee,Roderick,M,lee.roderick@aol.com,6/25/1963,4/28/2009,184020,200-84-6800,802-929-8971,Wardsboro,Windham,Wardsboro
286281,Jesus,Maupin,M,jesus.maupin@gmail.com,5/23/1958,3/15/1996,58924,297-15-2986,316-723-8265,North Newton,Harvey,North Newton
788924,Riley,Yocum,M,riley.yocum@earthlink.net,9/12/1964,12/18/2013,191075,517-49-0656,210-766-5431,Lelia Lake,Donley,Lelia Lake
416576,Nova,Bouchard,F,nova.bouchard@gmail.com,5/4/1964,1/26/2003,194028,158-23-2636,503-706-0989,South Beach,Lincoln,South Beach
960215,Shandra,Layman,F,shandra.layman@gmail.com,3/10/1973,11/16/2013,136956,087-02-2019,803-947-9609,Lowndesville,Abbeville,Lowndesville
549513,Jacquie,Burkett,F,jacquie.burkett@aol.com,2/8/1986,1/11/2016,42810,712-18-5548,316-271-2147,Wichita,Sedgwick,Wichita
509864,Nelle,Kenney,F,nelle.kenney@microsoft.com,2/25/1989,12/5/2016,111332,410-99-4072,304-792-0166,Midkiff,Lincoln,Midkiff
832966,Rich,Whitmore,M,rich.whitmore@hotmail.com,5/30/1991,9/26/2015,57513,177-86-6630,210-631-2976,Dallas,Dallas,Dallas
306746,Antoine,Hendrick,M,antoine.hendrick@yahoo.com,10/5/1960,3/1/1996,113726,378-37-7236,210-219-7162,Adkins,Bexar,Adkins
945031,Blaine,Judkins,M,blaine.judkins@gmail.com,5/14/1986,2/5/2010,170820,539-71-5918,316-420-8616,Highland,Doniphan,Highland
684637,Raymundo,Poirier,M,raymundo.poirier@aol.com,12/14/1986,1/2/2008,72342,234-57-8075,209-788-7068,San Jose,Santa Clara,San Jose
891328,Blair,Tapia,M,blair.tapia@hotmail.com,10/30/1969,7/14/2007,139366,696-16-8728,206-240-3118,Tonasket,Okanogan,Tonasket
383614,Charley,Cabrera,M,charley.cabrera@gmail.com,4/21/1984,12/9/2010,173520,577-53-0701,209-357-7761,Richmond,Contra Costa,Richmond
180789,Heath,Hartley,M,heath.hartley@cox.net,5/27/1975,4/15/2016,75385,644-29-8319,210-915-4433,Amarillo,Potter,Amarillo
356050,Zack,Singh,M,zack.singh@gmail.com,4/12/1987,3/10/2012,146810,290-15-0680,209-729-3523,Monterey Park,Los Angeles,Monterey Park
185465,Zaida,Odum,F,zaida.odum@btinternet.com,4/19/1967,2/9/2011,111471,640-29-1045,228-838-9422,Meridian,Lauderdale,Meridian
687184,Porfirio,Slone,M,porfirio.slone@hotmail.com,6/22/1990,4/2/2015,190682,078-02-1441,803-501-0042,Pelzer,Anderson,Pelzer
489916,Ryan,Morrell,M,ryan.morrell@hotmail.com,10/20/1979,2/14/2006,103469,090-02-4009,319-725-8852,Barnes City,Mahaska,Barnes City
435833,Luther,Hannan,M,luther.hannan@yahoo.com,7/19/1995,10/12/2016,183847,387-33-3179,205-216-9412,Cook Springs,St. Clair,Cook Springs
702411,Deon,Elizondo,M,deon.elizondo@yahoo.com,8/25/1993,2/18/2017,156494,516-49-5225,802-758-2397,West Charleston,Orleans,West Charleston
645244,Dana,Brinson,F,dana.brinson@gmail.com,11/13/1989,9/2/2014,107214,421-67-4265,316-413-5135,Clayton,Norton,Clayton
755710,Manual,Dupuis,M,manual.dupuis@yahoo.com,1/15/1978,6/9/2009,79066,639-29-6270,270-744-3635,Munfordville,Hart,Munfordville
329638,Kenton,Franz,M,kenton.franz@gmail.com,12/12/1973,9/26/2014,161470,588-09-5147,405-474-7118,Mountain View,Kiowa,Mountain View
947428,Julian,Bull,M,julian.bull@gmail.com,5/20/1981,7/8/2010,70382,141-23-7445,236-757-5051,Alexandria,Fairfax,Alexandria
353117,Deon,Heath,M,deon.heath@gmail.com,8/5/1959,6/20/2001,65276,010-94-4764,252-580-6674,Harris,Rutherford,Harris
525537,Angela,Landers,F,angela.landers@verizon.net,12/12/1958,1/17/1981,185702,761-12-5423,219-292-3037,Waterloo,DeKalb,Waterloo
117598,Heidi,Reiter,F,heidi.reiter@gmail.com,11/3/1977,5/11/2009,99103,464-99-9442,210-553-1524,Garden City,Glasscock,Garden City
957898,Gayle,Green,M,gayle.green@gmail.com,1/16/1961,12/17/2016,164865,172-86-3413,270-515-2891,Mc Andrews,Pike,Mc Andrews
643106,Janey,Swift,F,janey.swift@yahoo.com,9/4/1979,9/29/2016,99681,144-23-4311,239-915-0793,Clearwater,Pinellas,Clearwater
691376,Emilio,Courtney,M,emilio.courtney@hotmail.com,3/2/1980,1/19/2014,128932,040-15-3814,210-412-3816,Boerne,Bexar,Boerne
290435,Brinda,Lowell,F,brinda.lowell@charter.net,5/16/1980,6/15/2015,170078,595-99-7201,262-530-0013,New Lisbon,Juneau,New Lisbon
428318,Alexander,Lange,M,alexander.lange@yahoo.com,10/14/1963,5/28/1994,129950,562-99-3370,219-639-3924,South Bend,St. Joseph,South Bend
709493,Frank,Reinhardt,M,frank.reinhardt@earthlink.net,9/20/1979,8/5/2011,190401,490-29-5058,319-957-6122,Waukee,Dallas,Waukee
837051,Monty,Pryor,M,monty.pryor@gmail.com,10/8/1992,2/12/2014,98844,138-25-0825,303-473-5231,Haxtun,Phillips,Haxtun
818907,Brinda,Fortune,F,brinda.fortune@aol.com,12/2/1969,1/10/1996,54128,314-35-2843,215-603-2466,Milesburg,Centre,Milesburg
613084,Benny,Couture,M,benny.couture@aol.com,11/27/1962,9/12/1984,176431,605-87-7083,228-862-8659,Magee,Simpson,Magee
400205,Monty,Vogel,M,monty.vogel@gmail.com,3/31/1992,1/12/2016,195061,620-85-4941,217-968-3796,Golden Gate,Wayne,Golden Gate
363221,Lester,Coughlin,F,lester.coughlin@gmail.com,9/2/1977,3/16/2016,172559,062-02-7865,236-271-9039,Meadowview,Washington,Meadowview
445473,Shellie,Herring,F,shellie.herring@aol.com,7/24/1969,5/23/1997,89898,719-18-9067,212-599-1268,Farmingdale,Nassau,Farmingdale
229262,Kerrie,Chiu,F,kerrie.chiu@shell.com,4/16/1971,7/10/2009,138378,389-33-8857,219-439-0105,Dunreith,Henry,Dunreith
952927,Gerard,Dickens,M,gerard.dickens@aol.com,4/24/1977,5/19/2008,141445,716-18-2675,303-637-7446,Denver,Denver,Denver
723502,Parker,Tuck,M,parker.tuck@hotmail.com,2/8/1965,6/10/2000,76726,051-02-3378,505-823-9498,Jal,Lea,Jal
642626,Riva,Hannan,F,riva.hannan@bellsouth.net,8/19/1978,6/20/2010,67436,159-86-1857,212-268-1302,Mount Tremper,Ulster,Mount Tremper
470485,Steve,Mercier,M,steve.mercier@exxonmobil.com,12/11/1982,1/18/2007,55645,104-02-2525,252-753-3767,Glendon,Glendon,Glendon
620100,Fleta,Sutton,F,fleta.sutton@walmart.com,12/1/1958,1/28/2015,79993,106-98-2757,270-875-3208,Sandgap,Jackson,Sandgap
771679,Chung,Corbett,M,chung.corbett@aol.com,3/9/1976,6/27/2008,110027,040-15-7836,206-375-3366,Ravensdale,King,Ravensdale
904561,Frieda,Forster,F,frieda.forster@hotmail.co.uk,3/16/1992,9/26/2013,140698,257-99-5473,215-385-9948,Springboro,Crawford,Springboro
465279,Sirena,Fogle,F,sirena.fogle@aol.com,6/25/1992,11/5/2015,156369,769-02-6448,231-409-7655,Manton,Wexford,Manton
293923,Alisha,Bard,F,alisha.bard@ntlworld.com,7/15/1966,10/1/1990,136301,255-99-0466,206-821-9711,Amanda Park,Grays Harbor,Amanda Park
331158,Deedee,Mercado,F,deedee.mercado@aol.com,5/31/1964,2/25/1995,185675,394-33-8746,209-794-9900,Canoga Park,Los Angeles,Canoga Park
483286,Cecile,Driver,F,cecile.driver@gmail.com,8/8/1981,5/26/2010,180045,618-87-7460,216-551-7092,Nova,Ashland,Nova
957621,Roosevelt,Nava,M,roosevelt.nava@gmail.com,8/22/1975,9/24/1998,79463,375-37-8525,252-440-2276,Scaly Mountain,Macon,Scaly Mountain
464683,Floyd,Bollinger,M,floyd.bollinger@verizon.net,9/1/1976,9/10/2004,123620,252-99-6860,228-338-8091,Jackson,Hinds,Jackson
431073,Lacey,Jones,F,lacey.jones@hotmail.com,2/3/1991,9/24/2014,193913,437-99-5643,239-676-0860,Miami,Miami-Dade,Miami
346953,Larry,Dial,M,larry.dial@yahoo.com,10/30/1991,10/7/2016,124743,377-37-3644,231-491-5115,Mio,Oscoda,Mio
209718,Joel,Holiday,M,joel.holiday@shell.com,9/16/1986,10/27/2008,57125,128-98-1181,307-703-0638,Cheyenne,Laramie,Cheyenne
179094,Camilla,Malloy,F,camilla.malloy@aol.com,4/17/1971,5/31/2006,155359,563-99-3781,405-614-1979,Milburn,Johnston,Milburn
209065,Tyron,Lash,M,tyron.lash@yahoo.com,12/18/1971,11/18/1994,84517,685-24-5095,215-240-0501,Philadelphia,Philadelphia,Philadelphia
915973,Joey,Wren,M,joey.wren@hotmail.com,3/10/1966,1/4/2015,55467,406-73-3131,339-756-8900,Monterey,Berkshire,Monterey
793674,Hubert,Ferrer,M,hubert.ferrer@yahoo.com,2/28/1983,6/7/2009,57335,459-99-6374,479-978-8247,Gilbert,Searcy,Gilbert
665291,Jason,Yarbrough,M,jason.yarbrough@aol.com,4/29/1996,6/29/2017,177581,049-15-8851,228-862-7508,Wesson,Copiah,Wesson
258503,Raymond,Homan,M,raymond.homan@gmail.com,7/20/1969,7/31/2011,149296,585-99-5699,218-729-5582,Taunton,Lyon,Taunton
